15637044,15919712,1
15840168,15919712,1
15374846,15890184,1
15374873,15716176,1
15374951,15379621,1
15375221,15941027,1
15376047,15775865,1
15376350,15863806,1
15377186,15492320,1
15377351,15646973,1
15377367,15999766,1
15377586,15506450,1
15377586,15972141,1
15377797,15768676,1
15378472,15651314,1
15378534,15779522,1
15378783,15911255,1
15378788,15733716,1
15378887,15453734,1
15378887,15858439,1
15379120,15725724,1
15379558,16014829,1
15379711,15979998,1
15379857,15660214,1
15380269,15411789,1
15380269,15941331,1
15381063,15526694,1
15381148,15839015,1
15381427,15693998,1
15382400,15633660,1
15383315,15672959,1
15383528,15923341,1
15383829,15849726,1
15384166,15733927,1
15384474,15968068,1
15384937,15585729,1
15385219,15696195,1
15385410,15885084,1
15385501,15576129,1
15385501,15807158,1
15385556,15386038,1
15385556,15981275,1
15385918,15907105,1
15386284,15666891,1
15386568,15792168,1
15387447,15898523,1
15387552,15431944,1
15387652,15879363,1
15387652,15931394,1
15387980,15530129,1
15388013,15965044,1
15388038,15451916,1
15388762,15612799,1
15388906,15670051,1
15388906,15948360,1
15389115,15958000,1
15389132,15422956,1
15389179,15486912,1
15389290,15763046,1
15389290,15826478,1
15389513,15483622,1
15389677,15638696,1
15389709,15436983,1
15389761,15688221,1
15389897,15481048,1
15390372,15542948,1
15390372,15567066,1
15390400,15579619,1
15391776,15460975,1
15392249,15489210,1
15392249,15732342,1
15392295,15470712,1
15392686,15666182,1
15392686,15933432,1
15393244,15745242,1
15393522,15838714,1
15393558,15499107,1
15394834,15647822,1
15394834,15913036,1
15395201,15809007,1
15395201,16025032,1
15395278,15578746,1
15395756,15923701,1
15396456,15970135,1
15396466,15990002,1
15396758,15573201,1
15397283,15434660,1
15397817,15927017,1
15397922,15484991,1
15398360,15613510,1
15399450,15880714,1
15400234,15751411,1
15400433,15983627,1
15400990,15516300,1
15401070,15650261,1
15401107,15584024,1
15401379,15526259,1
15402826,15662782,1
15402876,15942458,1
15403430,15784544,1
15403976,16014887,1
15404218,15601662,1
15404283,15857836,1
15404408,15462149,1
15404658,15997293,1
15405695,15985568,1
15405793,15921841,1
15405922,15427349,1
15406357,15923095,1
15407395,15969991,1
15407871,15618408,1
15408165,15524313,1
15408421,15420409,1
15408530,16028189,1
15408536,15425341,1
15408536,15520677,1
15408910,16007287,1
15409429,16019557,1
15409835,15910789,1
15410251,15729105,1
15411593,15481716,1
15411761,15575662,1
15411761,15910715,1
15411794,15455509,1
15412491,15803068,1
15412635,15539802,1
15412739,15913216,1
15412881,15604725,1
15413270,15565755,1
15413517,15809638,1
15413745,15604552,1
15413752,15459413,1
15413752,15991181,1
15416030,15808210,1
15416485,15807425,1
15416583,15841993,1
15417878,15974189,1
15417983,15453985,1
15417983,15920979,1
15418219,16009408,1
15418591,15577296,1
15418633,15891893,1
15419267,15545897,1
15419464,15580478,1
15419531,15614076,1
15419627,15916489,1
15420150,15967937,1
15420388,15602161,1
15420443,16020365,1
15420825,15616195,1
15421055,15591687,1
15421484,15580482,1
15421484,15822629,1
15421962,15752959,1
15422278,15670707,1
15423233,16012714,1
15423415,16012963,1
15424337,15680905,1
15424561,15615117,1
15424829,15474497,1
15424915,15869959,1
15425648,15556363,1
15426888,15740312,1
15427320,15981122,1
15427569,15950192,1
15427583,15533181,1
15428044,15703466,1
15428067,15614262,1
15428143,15805550,1
15428221,15754535,1
15428822,15961570,1
15429752,15923198,1
15429976,15717030,1
15430310,15720731,1
15430486,15723038,1
15431052,15792229,1
15431629,15850648,1
15432304,15969671,1
15432693,15831284,1
15432787,15911620,1
15434304,15992766,1
15434969,15474921,1
15435023,15610440,1
15435192,15547241,1
15436065,15452588,1
15436371,15796821,1
15377734,15436468,1
15436468,15851958,1
15437010,15617637,1
15437131,15818134,1
15437131,15875230,1
15437250,16009277,1
15437267,15826633,1
15437361,15791370,1
15437803,15750501,1
15438661,15853607,1
15439562,15658335,1
15440272,15754897,1
15440272,15863752,1
15440354,15908083,1
15440976,15719570,1
15441242,15900749,1
15441402,15646860,1
15442885,15711028,1
15442957,15857870,1
15443115,15625992,1
15443184,16028288,1
15443189,15875794,1
15443500,15618348,1
15444160,15463108,1
15444394,15923225,1
15444906,15530787,1
15445227,15945270,1
15445507,15957163,1
15445674,15925533,1
15446035,15691855,1
15446771,15869764,1
15446789,15938342,1
15446989,15825737,1
15447101,15921968,1
15447461,15931415,1
15447930,15681974,1
15448218,15531620,1
15448254,15659153,1
15448636,15601770,1
15449018,16008844,1
15449122,15950776,1
15450238,15649135,1
15450332,15872913,1
15450375,15975103,1
15452160,15453518,1
15452169,15645028,1
15453277,15694552,1
15453405,15649579,1
15453442,15993669,1
15454741,15538910,1
15455719,15821267,1
15455725,15642364,1
15455835,15943437,1
15456051,15922672,1
15456951,15491496,1
15457038,15770699,1
15457187,15782101,1
15457717,15945325,1
15457740,15940262,1
15458379,16012148,1
15458792,15625506,1
15459473,16015362,1
15459686,15607816,1
15459725,16027331,1
15459914,15703977,1
15460061,15545109,1
15460240,15899779,1
15460517,15661979,1
15461733,15745582,1
15463002,15500763,1
15465324,15841293,1
15465428,15961800,1
15466705,15928638,1
15467030,15733582,1
15467198,15570117,1
15467204,15834556,1
15467318,15903322,1
15467832,15732390,1
15468968,15541874,1
15470581,15613442,1
15470744,15547448,1
15470812,15538773,1
15470909,15720725,1
15471035,15907453,1
15471172,15809329,1
15471806,15996223,1
15471822,15480294,1
15472063,15653386,1
15472574,15909245,1
15472574,15969770,1
15473090,15833636,1
15473201,15750532,1
15473810,15910487,1
15461143,15473976,1
15473976,15701436,1
15474107,15926547,1
15474169,15525687,1
15474215,15754972,1
15474215,15765610,1
15474541,15540603,1
15474584,15651257,1
15474858,15686511,1
15475178,15807764,1
15475730,15867282,1
15475839,15566147,1
15475966,15508195,1
15476093,15646131,1
15476257,15968046,1
15442985,15476852,1
15476852,15784770,1
15477529,15592601,1
15479126,15532753,1
15479205,16010693,1
15479234,15626376,1
15479315,15840043,1
15479534,15909849,1
15479735,15802802,1
15482163,15568857,1
15482578,15903481,1
15438361,15482867,1
15482867,15584500,1
15483158,15688433,1
15483199,15933742,1
15483521,15551899,1
15483525,15858628,1
15484354,15596192,1
15484671,15715589,1
15484674,15749604,1
15485973,15724375,1
15486802,15494061,1
15486802,15567701,1
15487094,15598559,1
15487385,15873260,1
15487411,15774699,1
15488206,15561908,1
15488459,15572682,1
15488516,15818451,1
15490522,15985159,1
15490966,15963836,1
15491016,15541448,1
15491035,15704256,1
15491334,15698949,1
15491334,15960462,1
15491342,15995003,1
15491895,15765442,1
15492214,15944323,1
15492670,15528430,1
15492681,15959470,1
15493302,15824935,1
15494190,15994134,1
15494343,15938925,1
15495181,15876689,1
15495195,15861625,1
15495619,15546890,1
15495619,15885280,1
15496334,15973162,1
15496732,15682353,1
15496769,15638850,1
15496790,15998992,1
15496829,15561612,1
15496899,15525229,1
15497024,15627112,1
15497200,15502443,1
15497393,15943522,1
15497532,15738056,1
15497879,16001965,1
15498346,15733555,1
15498622,15703416,1
15498831,15563673,1
15498966,15575682,1
15499070,15910197,1
15499241,15797807,1
15499523,15727675,1
15499740,15967747,1
15500707,15779704,1
15501041,15693325,1
15501198,15891962,1
15501546,15541179,1
15501916,15900104,1
15502567,15667370,1
15502950,15916537,1
15502964,15785524,1
15503052,15524565,1
15503052,15944541,1
15503359,15898604,1
15503415,15624446,1
15503873,15567994,1
15503976,15627716,1
15503976,15737237,1
15505185,15621529,1
15506036,15763370,1
15506227,15607562,1
15506334,15604494,1
15506334,15741792,1
15506592,15568940,1
15506592,15603094,1
15506687,15520810,1
15506730,15941540,1
15506904,15816031,1
15507401,16026023,1
15507960,16024597,1
15509118,16018108,1
15509124,15737390,1
15509697,15885622,1
15510088,15679033,1
15510088,16019670,1
15510291,15674860,1
15510750,15816629,1
15511744,15536097,1
15512108,15720178,1
15512710,15574618,1
15514625,15920480,1
15412475,15514745,1
15514745,15798634,1
15515111,15876804,1
15515374,15770265,1
15515503,15597979,1
15515503,15959544,1
15515550,15686939,1
15516307,15927004,1
15516498,15678292,1
15516513,15889816,1
15516837,15566378,1
15517364,15972593,1
15517453,15689773,1
15517900,15809374,1
15518004,15932203,1
15518514,15663203,1
15519056,15871926,1
15519386,15899928,1
15519403,15708032,1
15519403,15784806,1
15519409,15544676,1
15519779,15644352,1
15520321,15891504,1
15520613,15736024,1
15520641,16011619,1
15520702,15687443,1
15520757,15556406,1
15520848,15983371,1
15522436,15863930,1
15522854,15530092,1
15523010,15552057,1
15523169,15669484,1
15523721,15998358,1
15523879,15877114,1
15524048,15991834,1
15524505,15542386,1
15524624,15770888,1
15524965,15988717,1
15525155,15952862,1
15526529,15674540,1
15526596,15591428,1
15528268,15766598,1
15528390,15901490,1
15528516,15821354,1
15529613,15695923,1
15529951,16007453,1
15531114,15736211,1
15531576,15646278,1
15531917,15698538,1
15532005,15938483,1
15532078,15832002,1
15532464,15662057,1
15533549,15631477,1
15429650,15533599,1
15533599,15550704,1
15534272,15678576,1
15534280,16024912,1
15534521,15712533,1
15535121,15647454,1
15535277,15883480,1
15535592,15940082,1
15536534,15735885,1
15537191,15905052,1
15537361,15771226,1
15537817,15604046,1
15537817,15961599,1
15538218,15566696,1
15538469,15642486,1
15538500,15609826,1
15538589,16020150,1
15538901,15805148,1
15538970,15932482,1
15539020,15601976,1
15539434,15568001,1
15539482,15957330,1
15540157,15585355,1
15540371,15880080,1
15540388,15859621,1
15540462,15659088,1
15541651,15664246,1
15541886,15559580,1
15542710,15708177,1
15543057,15851187,1
15543908,15983287,1
15544784,15790506,1
15545511,15618558,1
15546199,15869134,1
15547605,15994268,1
15547762,16025505,1
15548344,15574710,1
15548530,15965142,1
15548863,15833155,1
15549540,15628835,1
15549600,15575828,1
15549755,15815965,1
15550574,15911475,1
15550735,15818557,1
15550925,15877485,1
15481167,15551091,1
15551091,15984372,1
15551309,15873208,1
15551732,16011631,1
15552321,15557023,1
15552331,15971977,1
15552896,15675467,1
15553702,15564884,1
15554919,15727682,1
15555049,15672085,1
15555139,15779672,1
15555145,15989265,1
15555531,15719361,1
15555531,16027518,1
15555844,15865653,1
15556029,15647257,1
15557179,15801736,1
15558266,15577360,1
15558545,15794806,1
15558615,15661892,1
15558615,15937667,1
15558899,15833446,1
15559052,15987802,1
15559254,15805680,1
15559491,15915838,1
15559606,15785394,1
15559978,15794339,1
15560079,15862843,1
15560329,15917570,1
15560709,15803726,1
15561125,15621019,1
15562648,15846641,1
15564074,15936312,1
15565273,15722482,1
15565282,15697473,1
15567104,15643351,1
15567129,15879419,1
15567516,15742025,1
15568183,15870993,1
15568815,15869357,1
15569757,15744866,1
15569760,15653978,1
15570079,15616155,1
15570924,15683504,1
15571233,15652103,1
15415955,15571395,1
15571395,15695656,1
15571591,15724728,1
15571846,15834759,1
15572649,15780238,1
15572692,15680109,1
15572731,15917210,1
15575096,15928453,1
15576916,15731955,1
15577000,15588140,1
15577991,15899899,1
15578287,15734281,1
15579055,15643089,1
15579524,15890955,1
15579876,15969581,1
15580205,15692025,1
15580989,15903369,1
15581092,15739287,1
15581383,15718909,1
15581648,15981021,1
15542155,15583877,1
15583877,15834733,1
15584664,15929152,1
15584770,15857206,1
15585581,15798431,1
15585709,15627252,1
15586164,15936726,1
15586207,15884691,1
15587189,16005441,1
15588195,15980506,1
15588195,16002938,1
15589083,15753860,1
15590558,15633855,1
15590594,15806860,1
15592004,16005829,1
15594378,16019874,1
15595502,15756360,1
15596004,15870090,1
15596059,15675836,1
15596075,15928821,1
15596089,15873077,1
15596161,15953507,1
15596581,15982226,1
15596799,15657258,1
15597424,15743320,1
15597838,15719307,1
15598052,15749138,1
15598540,15798672,1
15598959,15889559,1
15599204,15678494,1
15599385,15854090,1
15599594,15780861,1
15599704,15606226,1
15599946,15834861,1
15599946,15842885,1
15600148,15602332,1
15600507,15816094,1
15601469,15731378,1
15602644,15866933,1
15603518,15625977,1
15606138,15614148,1
15606945,15682278,1
15607132,15690395,1
15607772,15804610,1
15525731,15607956,1
15607956,15743087,1
15608730,15656055,1
15609077,15934383,1
15609124,16022678,1
15609359,15712965,1
15610207,15664855,1
15610905,15798669,1
15611454,15631837,1
15613049,15913329,1
15613238,16002816,1
15613789,15869593,1
15613989,15633071,1
15615135,16003157,1
15615274,15619601,1
15616262,15961632,1
15616921,15685858,1
15617346,15895093,1
15617419,15997186,1
15617690,15652205,1
15618180,15914071,1
15549090,15618448,1
15618448,15668877,1
15618473,15748820,1
15621805,15653298,1
15622520,15966024,1
15622962,15996970,1
15622993,15891324,1
15624129,15634469,1
15625957,15722922,1
15627044,15641009,1
15627493,15989992,1
15627800,16003430,1
15627864,15794672,1
15628922,15961343,1
15629781,15736964,1
15629889,16000800,1
15632488,15705062,1
15633465,15645358,1
15633465,15929678,1
15634680,15641600,1
15634680,15806486,1
15634727,15779871,1
15635871,15901723,1
15635906,15795776,1
15636261,15644350,1
15636469,15668834,1
15636735,15936102,1
15637648,15668854,1
15638192,15793435,1
15638415,15857860,1
15638415,15899111,1
15639811,16022576,1
15639853,15943571,1
15640392,15762737,1
15540518,15641270,1
15641270,15662977,1
15641886,15970746,1
15643434,15972751,1
15643495,15705672,1
15643768,15992068,1
15644283,15866923,1
15644645,15659737,1
15644685,15865817,1
15645783,15937186,1
15645884,15848415,1
15645884,15881668,1
15646229,15920931,1
15648307,15777658,1
15649751,15746561,1
15649751,15971893,1
15650000,15735882,1
15650653,15964103,1
15650901,15972926,1
15650994,15698779,1
15651009,15833988,1
15651853,15802098,1
15654484,15828245,1
15654756,15655838,1
15654779,15731274,1
15655198,15747484,1
15656030,15872284,1
15658318,15801812,1
15658367,15999621,1
15658599,15859716,1
15659028,15907622,1
15659473,15923323,1
15394660,15659731,1
15659731,15678593,1
15660548,15679338,1
15661694,15952695,1
15662824,16003866,1
15663463,15902484,1
15664046,15958021,1
15664046,15833590,1
15401200,15664351,1
15664351,15997591,1
15664626,15885670,1
15665586,15704316,1
